machine_id,timestamp,temperature_c,vibration_mm_s,pressure_psi
M005,2026-06-09 18:00:00,56.92,2.56,96.27
M005,2026-06-10 00:00:00,54.38,2.75,98.02
M005,2026-06-10 06:00:00,57.16,2.52,95.91
M005,2026-06-10 12:00:00,58.65,2.51,96.6
M005,2026-06-10 18:00:00,57.89,2.61,101.72
M005,2026-06-11 00:00:00,53.35,2.65,94.65
M005,2026-06-11 06:00:00,54.99,2.42,96.93
M005,2026-06-11 12:00:00,57.07,2.1,95.14
M005,2026-06-11 18:00:00,57.43,2.3,93.42
M005,2026-06-12 00:00:00,52.41,2.37,93.29
M005,2026-06-12 06:00:00,54.95,2.49,94.94
M005,2026-06-12 12:00:00,54.59,1.93,97.65
M005,2026-06-12 18:00:00,58.42,2.45,95.95
M005,2026-06-13 00:00:00,56.97,3.05,92.02
M005,2026-06-13 06:00:00,56.13,2.06,97.81
M005,2026-06-13 12:00:00,56.67,2.64,97.18
M005,2026-06-13 18:00:00,58.94,2.74,99.21
M005,2026-06-14 00:00:00,54.88,2.94,94.53
M005,2026-06-14 06:00:00,55.68,2.67,97.6
M005,2026-06-14 12:00:00,54.86,2.53,101.16
M005,2026-06-14 18:00:00,54.07,3.03,95.97
M005,2026-06-15 00:00:00,52.38,2.19,93.79
M005,2026-06-15 06:00:00,55.8,2.56,88.57
M005,2026-06-15 12:00:00,57.43,2.28,100.85
M005,2026-06-15 18:00:00,56.51,2.88,100.01
M005,2026-06-16 00:00:00,59.26,2.43,94.92
M005,2026-06-16 06:00:00,56.65,2.8,95.12
M005,2026-06-16 12:00:00,56.86,2.69,93.94
M005,2026-06-16 18:00:00,55.16,2.56,96.58
M005,2026-06-17 00:00:00,58.01,2.82,93.33
M005,2026-06-17 06:00:00,55.52,2.32,100.87
M005,2026-06-17 12:00:00,56.9,2.62,96.8
M005,2026-06-17 18:00:00,55.71,3.08,97.86
M005,2026-06-18 00:00:00,57.27,2.29,93.12
M005,2026-06-18 06:00:00,56.57,2.41,93.41
M005,2026-06-18 12:00:00,56.45,2.56,97.03
M005,2026-06-18 18:00:00,56.18,2.32,93.69
M005,2026-06-19 00:00:00,59.66,2.26,97.68
M005,2026-06-19 06:00:00,58.27,2.6,101.89
M005,2026-06-19 12:00:00,58.24,3.18,94.63
M005,2026-06-19 18:00:00,55.96,2.79,95.8
M005,2026-06-20 00:00:00,60.65,2.74,93.43
M005,2026-06-20 06:00:00,53.8,2.62,96.3
M005,2026-06-20 12:00:00,57.91,3.0,99.8
M005,2026-06-20 18:00:00,56.12,2.25,92.86
M005,2026-06-21 00:00:00,55.85,2.54,97.46
M005,2026-06-21 06:00:00,55.72,2.73,97.63
M005,2026-06-21 12:00:00,57.61,2.31,97.94
M005,2026-06-21 18:00:00,61.49,2.72,87.68
M005,2026-06-22 00:00:00,59.85,2.45,103.32
M005,2026-06-22 06:00:00,57.6,2.15,90.32
M005,2026-06-22 12:00:00,60.45,2.99,103.2
M005,2026-06-22 18:00:00,57.39,2.64,95.37
M005,2026-06-23 00:00:00,56.1,2.55,97.15
M005,2026-06-23 06:00:00,55.72,2.17,96.98
M005,2026-06-23 12:00:00,55.68,1.7,98.15
M005,2026-06-23 18:00:00,55.2,2.87,98.41
M005,2026-06-24 00:00:00,58.02,3.43,96.06
M005,2026-06-24 06:00:00,56.89,2.88,96.31
M005,2026-06-24 12:00:00,59.78,2.3,92.72
M005,2026-06-24 18:00:00,58.99,2.33,98.3
M005,2026-06-25 00:00:00,58.24,2.48,97.55
M005,2026-06-25 06:00:00,55.03,2.39,95.74
M005,2026-06-25 12:00:00,57.66,2.59,97.75
M005,2026-06-25 18:00:00,58.28,3.14,96.16
M005,2026-06-26 00:00:00,59.94,2.97,103.31
M005,2026-06-26 06:00:00,57.29,2.57,100.2
M005,2026-06-26 12:00:00,58.32,3.08,98.58
M005,2026-06-26 18:00:00,53.33,2.81,97.36
M005,2026-06-27 00:00:00,57.86,2.66,91.63
M005,2026-06-27 06:00:00,59.34,2.82,99.71
M005,2026-06-27 12:00:00,54.52,2.86,95.7
M005,2026-06-27 18:00:00,57.88,2.64,98.04
M005,2026-06-28 00:00:00,57.31,2.4,96.64
M005,2026-06-28 06:00:00,57.21,2.69,86.82
M005,2026-06-28 12:00:00,59.0,2.62,92.34
M005,2026-06-28 18:00:00,59.48,2.9,95.4
M005,2026-06-29 00:00:00,55.38,2.78,96.73
M005,2026-06-29 06:00:00,59.53,2.59,99.95
M005,2026-06-29 12:00:00,56.6,2.32,92.96
M005,2026-06-29 18:00:00,57.56,2.7,97.34
M005,2026-06-30 00:00:00,57.55,3.02,95.55
M005,2026-06-30 06:00:00,53.73,2.69,90.32
M005,2026-06-30 12:00:00,58.27,3.05,93.38
M005,2026-06-30 18:00:00,60.56,2.98,99.96
M005,2026-07-01 00:00:00,58.15,2.44,98.66
M005,2026-07-01 06:00:00,56.52,2.78,95.8
M005,2026-07-01 12:00:00,60.02,2.96,96.07
M005,2026-07-01 18:00:00,53.87,2.55,98.43
M005,2026-07-02 00:00:00,58.38,2.3,90.87
M005,2026-07-02 06:00:00,58.21,2.43,93.41
M005,2026-07-02 12:00:00,59.16,3.11,94.04
M005,2026-07-02 18:00:00,57.73,2.73,95.8
M005,2026-07-03 00:00:00,57.94,2.98,94.25
M005,2026-07-03 06:00:00,54.81,3.26,99.54
M005,2026-07-03 12:00:00,55.66,2.8,99.3
M005,2026-07-03 18:00:00,59.36,2.9,95.76
M005,2026-07-04 00:00:00,61.36,2.83,94.7
M005,2026-07-04 06:00:00,59.65,2.8,97.3
M005,2026-07-04 12:00:00,58.31,2.92,93.31
M005,2026-07-04 18:00:00,55.01,3.2,97.0
M005,2026-07-05 00:00:00,59.49,2.25,99.43
M005,2026-07-05 06:00:00,56.91,2.53,96.04
M005,2026-07-05 12:00:00,56.0,2.78,95.82
M005,2026-07-05 18:00:00,60.07,3.23,100.67
M005,2026-07-06 00:00:00,53.47,2.5,89.38
M005,2026-07-06 06:00:00,55.61,2.59,97.43
M005,2026-07-06 12:00:00,56.96,2.64,96.75
M005,2026-07-06 18:00:00,54.58,2.53,94.69
M005,2026-07-07 00:00:00,57.64,2.82,100.68
M005,2026-07-07 06:00:00,59.86,2.56,95.4
M005,2026-07-07 12:00:00,57.38,2.64,97.0
M005,2026-07-07 18:00:00,54.32,3.06,101.26
M005,2026-07-08 00:00:00,57.55,2.72,96.63
M005,2026-07-08 06:00:00,60.13,2.71,98.96
M005,2026-07-08 12:00:00,59.06,3.51,95.17
M005,2026-07-08 18:00:00,54.14,2.37,96.19
M005,2026-07-09 00:00:00,60.19,2.62,95.44
M005,2026-07-09 06:00:00,59.5,2.52,94.3
M005,2026-07-09 12:00:00,55.8,3.17,100.76
M005,2026-07-09 18:00:00,54.97,2.77,100.36
M005,2026-07-10 00:00:00,58.97,2.67,91.47
M005,2026-07-10 06:00:00,60.48,2.93,91.69
M005,2026-07-10 12:00:00,60.56,2.34,95.45
M005,2026-07-10 18:00:00,57.65,3.31,95.33
M005,2026-07-11 00:00:00,57.69,2.42,94.17
M005,2026-07-11 06:00:00,56.59,2.6,96.11
M005,2026-07-11 12:00:00,53.35,2.38,95.76
M005,2026-07-11 18:00:00,58.47,2.76,95.97
M005,2026-07-12 00:00:00,57.45,2.83,97.37
M005,2026-07-12 06:00:00,59.12,2.63,98.81
M005,2026-07-12 12:00:00,58.58,3.21,100.37
M005,2026-07-12 18:00:00,55.38,2.58,98.51
M005,2026-07-13 00:00:00,54.98,3.27,95.01
M005,2026-07-13 06:00:00,59.46,2.81,91.87
M005,2026-07-13 12:00:00,60.42,3.67,94.5
M005,2026-07-13 18:00:00,57.67,2.05,100.1
M005,2026-07-14 00:00:00,60.18,2.34,89.83
M005,2026-07-14 06:00:00,54.46,3.05,98.26
M005,2026-07-14 12:00:00,56.51,3.01,96.5
M005,2026-07-14 18:00:00,57.62,3.15,92.41
M005,2026-07-15 00:00:00,60.7,2.65,101.35
M005,2026-07-15 06:00:00,56.39,2.76,96.18
M005,2026-07-15 12:00:00,58.51,3.01,92.14
M005,2026-07-15 18:00:00,58.33,2.91,94.42
M005,2026-07-16 00:00:00,59.26,2.47,95.0
M005,2026-07-16 06:00:00,56.94,2.78,100.32
M005,2026-07-16 12:00:00,61.38,3.26,94.59
M005,2026-07-16 18:00:00,60.26,2.91,96.11
M005,2026-07-17 00:00:00,58.34,3.41,100.05
M005,2026-07-17 06:00:00,59.98,2.83,96.07
M005,2026-07-17 12:00:00,59.55,2.73,98.77
M005,2026-07-17 18:00:00,56.65,3.0,89.09
M005,2026-07-18 00:00:00,57.44,3.52,99.04
M005,2026-07-18 06:00:00,61.61,2.69,96.24
M005,2026-07-18 12:00:00,61.1,3.08,97.46
M005,2026-07-18 18:00:00,61.8,2.58,95.38
M005,2026-07-19 00:00:00,55.07,2.57,99.13
M005,2026-07-19 06:00:00,56.75,3.12,100.89
M005,2026-07-19 12:00:00,58.23,3.06,98.14
M005,2026-07-19 18:00:00,56.14,2.72,92.9
M005,2026-07-20 00:00:00,57.55,3.13,94.1
M005,2026-07-20 06:00:00,58.56,2.6,99.57
M005,2026-07-20 12:00:00,57.54,3.37,96.07
M005,2026-07-20 18:00:00,55.81,2.86,92.7
M005,2026-07-21 00:00:00,59.85,2.84,96.36
M005,2026-07-21 06:00:00,57.93,2.75,92.94
M005,2026-07-21 12:00:00,60.34,2.87,94.92
M005,2026-07-21 18:00:00,58.28,2.72,94.93
M005,2026-07-22 00:00:00,59.13,2.62,93.18
M005,2026-07-22 06:00:00,61.47,2.82,94.19
M005,2026-07-22 12:00:00,56.03,3.18,92.68
M005,2026-07-22 18:00:00,58.69,2.42,98.3
M005,2026-07-23 00:00:00,61.12,3.08,91.22
M005,2026-07-23 06:00:00,60.44,2.69,92.31
M005,2026-07-23 12:00:00,58.0,2.82,94.31
M005,2026-07-23 18:00:00,61.31,3.54,91.71
M005,2026-07-24 00:00:00,57.43,2.99,94.63
M005,2026-07-24 06:00:00,59.61,3.22,98.05
M005,2026-07-24 12:00:00,60.03,3.44,91.03
M005,2026-07-24 18:00:00,61.77,2.82,98.15
M005,2026-07-25 00:00:00,56.79,2.68,97.76
M005,2026-07-25 06:00:00,55.0,3.25,99.56
M005,2026-07-25 12:00:00,59.21,3.0,93.27
M005,2026-07-25 18:00:00,60.2,3.06,93.01
M005,2026-07-26 00:00:00,58.11,2.92,94.57
M005,2026-07-26 06:00:00,56.17,3.17,95.02
M005,2026-07-26 12:00:00,58.93,2.79,97.18
M005,2026-07-26 18:00:00,59.29,3.33,97.19
M005,2026-07-27 00:00:00,58.54,2.75,98.33
M005,2026-07-27 06:00:00,58.38,2.92,95.21
M005,2026-07-27 12:00:00,58.14,2.93,101.51
M005,2026-07-27 18:00:00,56.85,2.73,99.88
M005,2026-07-28 00:00:00,58.24,2.85,98.81
M005,2026-07-28 06:00:00,56.15,3.23,95.85
M005,2026-07-28 12:00:00,59.92,3.12,93.82
M005,2026-07-28 18:00:00,61.09,2.82,96.93
M005,2026-07-29 00:00:00,61.51,3.41,94.88
M005,2026-07-29 06:00:00,59.96,2.88,103.2
M005,2026-07-29 12:00:00,60.59,3.02,96.62
M005,2026-07-29 18:00:00,59.85,3.12,94.97
M005,2026-07-30 00:00:00,58.29,2.96,92.24
M005,2026-07-30 06:00:00,60.51,2.76,92.48
M005,2026-07-30 12:00:00,59.05,2.96,96.41
M005,2026-07-30 18:00:00,57.94,2.88,97.74
M006,2026-06-01 00:00:00,61.31,3.26,103.53
M006,2026-06-01 06:00:00,65.81,2.78,102.75
M006,2026-06-01 12:00:00,62.71,3.19,101.25
M006,2026-06-01 18:00:00,61.87,3.53,104.0
M006,2026-06-02 00:00:00,65.75,2.65,99.04
M006,2026-06-02 06:00:00,58.96,2.98,92.54
M006,2026-06-02 12:00:00,63.73,3.27,98.43
M006,2026-06-02 18:00:00,61.25,3.3,96.7
M006,2026-06-03 00:00:00,60.67,2.84,99.12
M006,2026-06-03 06:00:00,61.67,3.09,101.3
M006,2026-06-03 12:00:00,64.76,3.64,99.91
M006,2026-06-03 18:00:00,63.53,3.26,94.71
M006,2026-06-04 00:00:00,62.09,3.1,98.2
M006,2026-06-04 06:00:00,62.75,3.14,96.77
M006,2026-06-04 12:00:00,62.53,3.01,91.87
M006,2026-06-04 18:00:00,60.04,3.23,103.01
M006,2026-06-05 00:00:00,57.98,2.94,101.03
M006,2026-06-05 06:00:00,64.59,3.08,97.68
M006,2026-06-05 12:00:00,65.27,3.44,102.31
M006,2026-06-05 18:00:00,61.9,3.54,93.9
M006,2026-06-06 00:00:00,65.09,3.18,100.12
M006,2026-06-06 06:00:00,60.94,2.66,100.05
M006,2026-06-06 12:00:00,63.93,3.42,101.52
M006,2026-06-06 18:00:00,63.57,2.93,102.03
M006,2026-06-07 00:00:00,60.76,3.54,99.48
M006,2026-06-07 06:00:00,62.73,3.46,102.74
M006,2026-06-07 12:00:00,64.37,2.96,102.02
M006,2026-06-07 18:00:00,61.2,3.44,95.46
M006,2026-06-08 00:00:00,62.64,2.96,102.34
M006,2026-06-08 06:00:00,65.06,3.26,100.23
M006,2026-06-08 12:00:00,64.24,3.54,99.84
M006,2026-06-08 18:00:00,61.83,3.4,94.16
M006,2026-06-09 00:00:00,64.65,2.99,99.01
M006,2026-06-09 06:00:00,64.66,3.08,101.67
M006,2026-06-09 12:00:00,65.11,3.24,100.67
M006,2026-06-09 18:00:00,62.59,3.24,96.38
M006,2026-06-10 00:00:00,62.24,2.82,97.03
M006,2026-06-10 06:00:00,58.83,3.28,104.81
M006,2026-06-10 12:00:00,61.92,3.49,103.11
M006,2026-06-10 18:00:00,60.43,2.91,102.7
M006,2026-06-11 00:00:00,62.65,2.82,97.82
M006,2026-06-11 06:00:00,63.67,2.97,91.41
M006,2026-06-11 12:00:00,62.19,3.13,99.76
M006,2026-06-11 18:00:00,65.35,3.22,100.46
M006,2026-06-12 00:00:00,64.94,3.21,106.14
M006,2026-06-12 06:00:00,60.3,2.92,101.57
M006,2026-06-12 12:00:00,65.34,3.14,96.7
M006,2026-06-12 18:00:00,66.35,2.97,100.75
M006,2026-06-13 00:00:00,65.46,3.07,97.86
M006,2026-06-13 06:00:00,61.72,3.48,102.91
M006,2026-06-13 12:00:00,62.9,3.77,99.83
M006,2026-06-13 18:00:00,65.42,3.08,106.73
M006,2026-06-14 00:00:00,65.97,3.17,104.03
M006,2026-06-14 06:00:00,65.6,3.67,92.29
M006,2026-06-14 12:00:00,64.27,3.37,101.14
M006,2026-06-14 18:00:00,63.27,3.28,103.58
M006,2026-06-15 00:00:00,63.91,3.27,103.15
M006,2026-06-15 06:00:00,63.67,3.36,105.33
M006,2026-06-15 12:00:00,61.96,2.75,99.95
M006,2026-06-15 18:00:00,63.26,3.42,100.05
M006,2026-06-16 00:00:00,64.34,3.96,102.14
M006,2026-06-16 06:00:00,64.79,3.17,95.58
M006,2026-06-16 12:00:00,58.24,3.05,91.99
M006,2026-06-16 18:00:00,63.86,3.09,95.79
M006,2026-06-17 00:00:00,63.09,2.98,101.08
M006,2026-06-17 06:00:00,64.25,2.99,99.02
M006,2026-06-17 12:00:00,63.26,2.78,100.38
M006,2026-06-17 18:00:00,59.97,3.37,98.43
M006,2026-06-18 00:00:00,59.96,3.03,98.12
M006,2026-06-18 06:00:00,64.97,3.26,96.86
M006,2026-06-18 12:00:00,66.13,3.39,98.72
M006,2026-06-18 18:00:00,59.72,3.08,99.07
M006,2026-06-19 00:00:00,63.57,3.39,102.15
M006,2026-06-19 06:00:00,59.61,3.27,99.25
M006,2026-06-19 12:00:00,68.19,3.22,97.86
M006,2026-06-19 18:00:00,63.05,3.2,93.76
M006,2026-06-20 00:00:00,63.65,3.11,99.65
M006,2026-06-20 06:00:00,61.09,2.88,102.37
M006,2026-06-20 12:00:00,65.05,3.33,94.3
M006,2026-06-20 18:00:00,63.8,2.67,97.75
M006,2026-06-21 00:00:00,64.56,3.4,101.1
M006,2026-06-21 06:00:00,65.46,3.37,93.67
M006,2026-06-21 12:00:00,62.09,3.19,99.26
M006,2026-06-21 18:00:00,61.6,2.9,106.93
M006,2026-06-22 00:00:00,62.05,3.91,96.31
M006,2026-06-22 06:00:00,64.15,3.27,96.97
M006,2026-06-22 12:00:00,61.9,3.2,97.2
M006,2026-06-22 18:00:00,62.32,2.5,101.87
M006,2026-06-23 00:00:00,65.29,3.34,106.52
M006,2026-06-23 06:00:00,64.2,3.55,103.45
M006,2026-06-23 12:00:00,57.33,3.33,95.58
M006,2026-06-23 18:00:00,60.47,2.9,98.79
M006,2026-06-24 00:00:00,64.13,3.34,99.69
M006,2026-06-24 06:00:00,64.28,3.44,101.06
M006,2026-06-24 12:00:00,59.38,2.98,99.81
M006,2026-06-24 18:00:00,64.3,2.81,99.7
M006,2026-06-25 00:00:00,59.7,3.51,100.46
M006,2026-06-25 06:00:00,60.14,2.8,100.89
M006,2026-06-25 12:00:00,65.58,2.88,102.09
M006,2026-06-25 18:00:00,61.75,3.45,101.78
M006,2026-06-26 00:00:00,63.14,2.65,101.77
M006,2026-06-26 06:00:00,63.84,3.33,100.32
M006,2026-06-26 12:00:00,61.07,3.53,102.43
M006,2026-06-26 18:00:00,60.68,3.6,100.13
M006,2026-06-27 00:00:00,63.09,3.15,99.5
M006,2026-06-27 06:00:00,65.57,3.51,102.77
M006,2026-06-27 12:00:00,63.2,3.47,97.23
M006,2026-06-27 18:00:00,64.0,3.16,93.55
M006,2026-06-28 00:00:00,59.66,3.01,100.98
M006,2026-06-28 06:00:00,61.51,3.03,102.02
M006,2026-06-28 12:00:00,61.72,3.6,103.23
M006,2026-06-28 18:00:00,62.88,3.43,101.58
M006,2026-06-29 00:00:00,62.34,3.46,102.76
M006,2026-06-29 06:00:00,60.93,3.25,100.16
M006,2026-06-29 12:00:00,64.53,3.07,97.94
M006,2026-06-29 18:00:00,63.17,3.56,96.13
M006,2026-06-30 00:00:00,60.78,3.05,98.7
M006,2026-06-30 06:00:00,59.3,3.65,99.34
M006,2026-06-30 12:00:00,62.27,3.69,101.88
M006,2026-06-30 18:00:00,61.76,3.25,99.61
M006,2026-07-01 00:00:00,65.73,3.15,95.41
M006,2026-07-01 06:00:00,59.08,3.65,97.37
M006,2026-07-01 12:00:00,64.17,3.23,98.48
M006,2026-07-01 18:00:00,62.31,3.68,95.39
M006,2026-07-02 00:00:00,62.06,3.48,95.88
M006,2026-07-02 06:00:00,65.47,3.47,100.55
M006,2026-07-02 12:00:00,61.83,2.78,101.85
M006,2026-07-02 18:00:00,68.33,3.25,94.25
M006,2026-07-03 00:00:00,63.75,3.46,96.98
M006,2026-07-03 06:00:00,61.54,2.98,98.14
M006,2026-07-03 12:00:00,62.49,2.95,96.02
M006,2026-07-03 18:00:00,63.18,3.15,98.42
M006,2026-07-04 00:00:00,63.0,2.75,100.52
M006,2026-07-04 06:00:00,62.0,3.28,100.93
M006,2026-07-04 12:00:00,65.09,3.24,102.93
M006,2026-07-04 18:00:00,62.19,3.12,99.46
M006,2026-07-05 00:00:00,64.38,3.39,100.14
M006,2026-07-05 06:00:00,60.38,3.39,97.15
M006,2026-07-05 12:00:00,61.0,2.86,99.48
M006,2026-07-05 18:00:00,65.26,2.92,104.77
M006,2026-07-06 00:00:00,64.65,2.77,98.58
M006,2026-07-06 06:00:00,60.75,3.4,96.77
M006,2026-07-06 12:00:00,59.59,3.11,103.24
M006,2026-07-06 18:00:00,62.45,3.32,101.04
M006,2026-07-07 00:00:00,59.81,2.94,99.75
M006,2026-07-07 06:00:00,61.72,3.72,96.05
M006,2026-07-07 12:00:00,61.01,3.29,97.85
M006,2026-07-07 18:00:00,57.05,3.79,96.51
M006,2026-07-08 00:00:00,63.95,2.83,97.14
M006,2026-07-08 06:00:00,59.59,2.98,97.8
M006,2026-07-08 12:00:00,62.57,3.09,95.41
M006,2026-07-08 18:00:00,61.78,3.64,103.72
M006,2026-07-09 00:00:00,63.74,3.4,105.91
M006,2026-07-09 06:00:00,63.97,3.4,95.04
M006,2026-07-09 12:00:00,60.61,3.2,97.31
M006,2026-07-09 18:00:00,60.84,2.94,95.46
M006,2026-07-10 00:00:00,61.25,3.31,105.12
M006,2026-07-10 06:00:00,64.43,3.4,94.86
M006,2026-07-10 12:00:00,63.07,3.18,100.6
M006,2026-07-10 18:00:00,62.11,3.7,99.89
M006,2026-07-11 00:00:00,63.13,2.62,99.41
M006,2026-07-11 06:00:00,65.13,3.37,93.26
M006,2026-07-11 12:00:00,61.93,3.72,99.28
M006,2026-07-11 18:00:00,63.48,3.69,99.27
M006,2026-07-12 00:00:00,64.41,3.33,101.61
M006,2026-07-12 06:00:00,63.59,3.04,98.39
M006,2026-07-12 12:00:00,61.12,2.71,103.46
M006,2026-07-12 18:00:00,62.85,3.56,104.43
M006,2026-07-13 00:00:00,62.94,2.81,99.14
M006,2026-07-13 06:00:00,61.49,2.61,98.23
M006,2026-07-13 12:00:00,62.69,3.01,97.42
M006,2026-07-13 18:00:00,60.28,3.26,105.34
M006,2026-07-14 00:00:00,65.39,3.4,101.76
M006,2026-07-14 06:00:00,62.57,2.66,98.62
M006,2026-07-14 12:00:00,60.89,3.25,103.43
M006,2026-07-14 18:00:00,66.78,3.22,94.73
M006,2026-07-15 00:00:00,62.96,3.23,101.77
M006,2026-07-15 06:00:00,62.79,3.22,97.84
M006,2026-07-15 12:00:00,62.21,3.36,93.71
M006,2026-07-15 18:00:00,62.2,3.41,104.65
M006,2026-07-16 00:00:00,62.04,3.56,104.8
M006,2026-07-16 06:00:00,62.06,3.04,99.19
M006,2026-07-16 12:00:00,62.67,3.53,97.41
M006,2026-07-16 18:00:00,65.91,2.96,95.94
M006,2026-07-17 00:00:00,63.88,3.57,100.27
M006,2026-07-17 06:00:00,63.7,3.79,103.47
M006,2026-07-17 12:00:00,62.89,3.08,103.02
M006,2026-07-17 18:00:00,64.49,3.33,98.75
M006,2026-07-18 00:00:00,62.68,3.16,98.8
M006,2026-07-18 06:00:00,61.63,3.28,97.79
M006,2026-07-18 12:00:00,63.19,2.57,97.93
M006,2026-07-18 18:00:00,65.03,2.93,101.51
M006,2026-07-19 00:00:00,61.2,3.44,98.84
M006,2026-07-19 06:00:00,62.16,3.22,95.7
M006,2026-07-19 12:00:00,64.78,3.6,98.65
M006,2026-07-19 18:00:00,63.88,3.44,99.46
M006,2026-07-20 00:00:00,60.62,3.68,98.55
M006,2026-07-20 06:00:00,61.61,3.7,101.56
M006,2026-07-20 12:00:00,63.35,2.91,102.14
M006,2026-07-20 18:00:00,68.63,3.47,101.22
M006,2026-07-21 00:00:00,64.27,3.11,98.72
M006,2026-07-21 06:00:00,62.13,3.03,98.67
M006,2026-07-21 12:00:00,62.12,3.13,98.91
M006,2026-07-21 18:00:00,63.32,3.23,100.23
M006,2026-07-22 00:00:00,65.88,3.23,106.36
M006,2026-07-22 06:00:00,63.54,3.07,103.78
M006,2026-07-22 12:00:00,62.67,2.49,99.72
M006,2026-07-22 18:00:00,62.33,3.69,97.04
M006,2026-07-23 00:00:00,62.17,3.59,100.91
M006,2026-07-23 06:00:00,62.49,2.98,100.79
M006,2026-07-23 12:00:00,62.77,2.97,97.58
M006,2026-07-23 18:00:00,61.2,2.91,102.53
M006,2026-07-24 00:00:00,64.43,3.49,99.74
M006,2026-07-24 06:00:00,62.35,3.14,102.79
M006,2026-07-24 12:00:00,59.19,3.05,97.07
M006,2026-07-24 18:00:00,65.55,3.06,94.82
M006,2026-07-25 00:00:00,63.28,3.09,98.06
M006,2026-07-25 06:00:00,61.51,3.0,101.86
M006,2026-07-25 12:00:00,63.28,3.15,96.44
M006,2026-07-25 18:00:00,62.49,3.28,100.63
M006,2026-07-26 00:00:00,63.15,2.93,92.52
M006,2026-07-26 06:00:00,66.43,2.81,93.84
M006,2026-07-26 12:00:00,63.09,2.69,97.32
M006,2026-07-26 18:00:00,63.93,3.74,100.89
M006,2026-07-27 00:00:00,61.95,3.19,94.31
M006,2026-07-27 06:00:00,61.93,3.07,100.19
M006,2026-07-27 12:00:00,66.72,2.62,98.51
M006,2026-07-27 18:00:00,59.17,3.05,97.14
M006,2026-07-28 00:00:00,59.84,3.48,100.5
M006,2026-07-28 06:00:00,64.42,3.05,99.52
M006,2026-07-28 12:00:00,66.02,3.2,102.16
M006,2026-07-28 18:00:00,61.6,3.42,98.08
M006,2026-07-29 00:00:00,59.04,3.2,98.32
M006,2026-07-29 06:00:00,59.58,3.26,97.05
M006,2026-07-29 12:00:00,69.02,2.77,96.09
M006,2026-07-29 18:00:00,64.57,3.16,102.28
M006,2026-07-30 00:00:00,63.59,3.03,95.59
M006,2026-07-30 06:00:00,64.97,2.82,101.41
M006,2026-07-30 12:00:00,64.67,3.17,98.82
M006,2026-07-30 18:00:00,60.86,3.34,90.59
M007,2026-06-01 00:00:00,60.25,3.03,101.54
M007,2026-06-01 06:00:00,60.36,3.9,100.48
M007,2026-06-01 12:00:00,59.8,2.98,97.98
M007,2026-06-01 18:00:00,59.49,3.41,100.31
M007,2026-06-02 00:00:00,57.43,3.48,99.44
M007,2026-06-02 06:00:00,62.35,2.99,98.41
M007,2026-06-02 12:00:00,63.14,3.5,96.81
M007,2026-06-02 18:00:00,63.02,3.19,92.57
M007,2026-06-03 00:00:00,60.35,3.57,100.27
M007,2026-06-03 06:00:00,61.81,3.66,100.29
M007,2026-06-03 12:00:00,60.07,3.36,101.01
M007,2026-06-03 18:00:00,58.33,3.53,95.0
M007,2026-06-04 00:00:00,62.97,3.4,97.16
M007,2026-06-04 06:00:00,64.22,3.08,97.79
M007,2026-06-04 12:00:00,60.41,3.57,102.93
M007,2026-06-04 18:00:00,59.56,3.05,94.71
M007,2026-06-05 00:00:00,60.32,3.43,97.48
M007,2026-06-05 06:00:00,64.39,3.9,101.04
M007,2026-06-05 12:00:00,65.81,3.66,100.46
M007,2026-06-05 18:00:00,62.39,3.6,98.32
M007,2026-06-06 00:00:00,60.0,3.04,96.73
M007,2026-06-06 06:00:00,61.93,3.44,93.93
M007,2026-06-06 12:00:00,60.46,3.35,96.94
M007,2026-06-06 18:00:00,61.78,3.63,95.63
M007,2026-06-07 00:00:00,62.77,3.76,98.08
M007,2026-06-07 06:00:00,62.14,3.71,93.83
M007,2026-06-07 12:00:00,62.92,3.18,95.04
M007,2026-06-07 18:00:00,61.2,2.77,97.65
M007,2026-06-08 00:00:00,62.79,2.93,100.38
M007,2026-06-08 06:00:00,59.43,3.48,95.45
M007,2026-06-08 12:00:00,61.97,3.73,99.05
M007,2026-06-08 18:00:00,60.82,3.28,96.9
M007,2026-06-09 00:00:00,62.15,3.63,98.76
M007,2026-06-09 06:00:00,58.28,3.42,95.2
M007,2026-06-09 12:00:00,62.17,3.19,98.46
M007,2026-06-09 18:00:00,60.28,2.86,99.9
M007,2026-06-10 00:00:00,60.81,3.81,92.1
M007,2026-06-10 06:00:00,60.27,3.36,97.91
M007,2026-06-10 12:00:00,58.21,3.59,102.83
M007,2026-06-10 18:00:00,61.81,3.45,92.96
M007,2026-06-11 00:00:00,59.32,3.41,95.5
M007,2026-06-11 06:00:00,62.92,3.59,105.17
M007,2026-06-11 12:00:00,58.91,3.44,92.94
M007,2026-06-11 18:00:00,56.43,3.65,98.58
M007,2026-06-12 00:00:00,59.18,3.46,95.19
M007,2026-06-12 06:00:00,59.9,3.34,94.39
M007,2026-06-12 12:00:00,59.45,3.22,98.35
M007,2026-06-12 18:00:00,55.34,3.36,93.82
M007,2026-06-13 00:00:00,58.8,3.28,97.03
M007,2026-06-13 06:00:00,60.47,3.12,99.24
M007,2026-06-13 12:00:00,59.1,3.21,97.93
M007,2026-06-13 18:00:00,61.54,3.25,88.27
M007,2026-06-14 00:00:00,59.15,3.49,99.13
